alpha,loss
-2.5728643216080407,0.36372270038922627
-2.547006388727558,0.3637163643360138
-2.521148455847075,0.3637100865681966
-2.495290522966592,0.36370386443138125
-2.4694325900861096,0.3636977301756541
-2.4435746572056267,0.3636916405359904
-2.417716724325144,0.3636855968316396
-2.391858791444661,0.3636796553929647
-2.366000858564178,0.36367376488049824
-2.340142925683695,0.36366793513298035
-2.3142849928032123,0.3636621686299642
-2.2884270599227294,0.3636564739068349
-2.262569127042247,0.3636508347988129
-2.236711194161764,0.3636452775478363
-2.2108532612812812,0.3636397338072459
-2.1849953284007984,0.3636342897574107
-2.1591373955203155,0.3636289195219676
-2.1332794626398326,0.36362359994252524
-2.1074215297593497,0.36361835805575055
-2.0815635968788673,0.3636131640911102
-2.0557056639983844,0.363608020512263
-2.0298477311179015,0.3636029364426931
-2.0039897982374186,0.3635979146162669
-1.9781318653569357,0.3635929616928101
-1.9522739324764529,0.3635880771636963
-1.92641599959597,0.3635832572460175
-1.9005580667154873,0.3635784955183665
-1.8747001338350044,0.3635738072236379
-1.8488422009545218,0.36356918239593505
-1.822984268074039,0.36356460611025493
-1.797126335193556,0.36356011271476746
-1.7712684023130731,0.36355567684173584
-1.7454104694325903,0.3635513041337331
-1.7195525365521076,0.36354700838724774
-1.6936946036716247,0.3635427578131358
-1.667836670791142,0.3635385599295298
-1.6419787379106592,0.36353442352612814
-1.6161208050301763,0.3635303305784861
-1.5902628721496934,0.36352630469004316
-1.5644049392692105,0.36352233703931175
-1.5385470063887279,0.363518457476298
-1.512689073508245,0.36351461645762123
-1.4868311406277621,0.3635108539581299
-1.4609732077472792,0.3635071671962738
-1.4351152748667966,0.3635035268783569
-1.4092573419863137,0.3634999543984731
-1.3833994091058308,0.36349644532203673
-1.357541476225348,0.36349300874074303
-1.3316835433448653,0.36348963084220887
-1.3058256104643824,0.363486324485143
-1.2799676775838995,0.36348304823239647
-1.2541097447034169,0.36347985653877257
-1.228251811822934,0.3634767071247101
-1.202393878942451,0.3634736064751943
-1.1765359460619682,0.3634705737431844
-1.1506780131814855,0.3634676018238068
-1.1248200803010027,0.36346471112569173
-1.0989621474205198,0.363461891190211
-1.073104214540037,0.3634591335137685
-1.0472462816595542,0.36345642959276836
-1.0213883487790714,0.3634538040796916
-0.9955304158985885,0.3634512547334035
-0.9696724830181056,0.36344876214663185
-0.9438145501376229,0.3634463350137075
-0.9179566172571401,0.36344396945635477
-0.8920986843766572,0.3634416877746582
-0.8662407514961745,0.3634394583384196
-0.8403828186156916,0.36343731341362
-0.8145248857352088,0.3634352256933848
-0.7886669528547259,0.3634331879933675
-0.7628090199742432,0.3634312098821004
-0.7369510870937603,0.36342926087379457
-0.7110931542132775,0.36342739904721577
-0.6852352213327946,0.36342559072176617
-0.6593772884523119,0.3634238520781199
-0.633519355571829,0.36342216124534604
-0.6076614226913462,0.3634205224355062
-0.5818034898108633,0.36341893830299377
-0.5559455569303804,0.3634174110889435
-0.5300876240498975,0.36341594535509747
-0.5042296911694151,0.36341455861727395
-0.4783717582889322,0.36341324640909833
-0.4525138254084493,0.36341196920077007
-0.42665589252796643,0.3634107539335887
-0.40079795964748355,0.36340962467193605
-0.37494002676700067,0.363408545255661
-0.3490820938865178,0.36340754294395444
-0.32322416100603535,0.36340660084088644
-0.29736622812555247,0.3634057111263275
-0.2715082952450696,0.3634048863887787
-0.2456503623645867,0.3634041328907013
-0.21979242948410382,0.3634034668127696
-0.19393449660362094,0.3634028388818105
-0.16807656372313806,0.3634023003101349
-0.14221863084265518,0.3634017697175344
-0.11636069796217274,0.3634013293584188
-0.09050276508168986,0.36340097986857095
-0.06464483220120698,0.36340071504910787
-0.0387868993207241,0.3634004781564077
-0.012928966440241219,0.3634003124872843
0.012928966440241663,0.3634002284844716
0.038786899320724544,0.3634002191384633
0.06464483220120698,0.3634002616405487
0.09050276508168986,0.3634003634293874
0.11636069796217274,0.3634005517164866
0.14221863084265562,0.363400785779953
0.1680765637231385,0.3634010998884837
0.1939344966036214,0.3634014469941457
0.21979242948410427,0.36340183130900067
0.24565036236458715,0.36340229484240216
0.2715082952450696,0.36340282088915504
0.29736622812555247,0.36340339506467184
0.32322416100603535,0.3634040480295817
0.34908209388651823,0.3634047511259715
0.3749400267670011,0.3634054993947347
0.400797959647484,0.3634063281218211
0.4266558925279669,0.3634072136084239
0.4525138254084493,0.3634081260045369
0.4783717582889322,0.3634091410795848
0.5042296911694151,0.3634102097670237
0.530087624049898,0.3634113332907359
0.5559455569303808,0.3634125282128652
0.5818034898108637,0.3634137665907542
0.6076614226913466,0.3634150628566742
0.6335193555718295,0.36341643187204997
0.6593772884523119,0.36341784857114157
0.6852352213327948,0.3634193214893341
0.7110931542132777,0.3634208731333415
0.7369510870937606,0.3634224641640981
0.7628090199742434,0.3634241141160329
0.7886669528547263,0.3634258259455363
0.8145248857352092,0.3634276263554891
0.8403828186156916,0.36342947158813477
0.8662407514961745,0.36343139362335203
0.8920986843766574,0.3634333511988322
0.9179566172571403,0.3634353905359904
0.9438145501376232,0.3634374926408132
0.969672483018106,0.3634396541595459
0.9955304158985889,0.36344185372988386
1.0213883487790718,0.3634441349188487
1.0472462816595542,0.36344645125071207
1.0731042145400371,0.3634488292535146
1.09896214742052,0.363451269865036
1.124820080301003,0.3634537582238515
1.1506780131814858,0.3634563304424286
1.1765359460619687,0.36345896134376526
1.2023938789424515,0.363461656109492
1.228251811822934,0.3634644155661265
1.2541097447034169,0.3634672657171885
1.2799676775838997,0.363470178715388
1.3058256104643826,0.3634731485525767
1.3316835433448655,0.36347618211110433
1.3575414762253484,0.3634792578220367
1.3833994091058313,0.36348241244951884
1.4092573419863141,0.3634856544971466
1.4351152748667966,0.3634889145056407
1.46097320774728,0.3634922800858815
1.4868311406277623,0.36349569706916807
1.5126890735082457,0.36349920876820885
1.538547006388728,0.36350278820991516
1.5644049392692105,0.3635064218680064
1.5902628721496939,0.36351012763977053
1.6161208050301763,0.36351388656298317
1.6419787379106596,0.36351772691408796
1.667836670791142,0.36352162890434264
1.6936946036716254,0.36352558816274005
1.7195525365521078,0.3635296338240306
1.7454104694325903,0.3635337300459544
1.7712684023130736,0.3635378661950429
1.797126335193556,0.3635420658906301
1.8229842680740393,0.363546318880717
1.8488422009545218,0.36355063118934633
1.8747001338350051,0.36355501275062563
1.9005580667154875,0.3635594441731771
1.92641599959597,0.3635639264901479
1.9522739324764533,0.3635684962590536
1.9781318653569357,0.36357309506734214
2.003989798237419,0.3635777854124705
2.0298477311179015,0.3635825145721436
2.055705663998385,0.36358732395172116
2.0815635968788673,0.3635921744187673
2.1074215297593497,0.36359707406361896
2.133279462639833,0.36360202746391296
2.1591373955203155,0.36360708349545795
2.184995328400799,0.36361218632062275
2.2108532612812812,0.3636173502604167
2.2367111941617646,0.36362255911827085
2.262569127042247,0.36362783261934917
