alpha,loss
-0.9648241206030157,0.07627776743570963
-0.9551273957728347,0.07627720136245092
-0.9454306709426535,0.07627664525906246
-0.9357339461124725,0.07627609103918076
-0.9260372212822915,0.07627554050683975
-0.9163404964521104,0.07627499526341756
-0.9066437716219293,0.07627446234623592
-0.8969470467917483,0.07627392838398615
-0.8872503219615672,0.07627339636882147
-0.8775535971313861,0.07627287522554398
-0.867856872301205,0.07627236072619756
-0.858160147471024,0.07627184141476949
-0.848463422640843,0.07627133754491806
-0.8387666978106618,0.07627082724173864
-0.8290699729804808,0.07627033263842264
-0.8193732481502998,0.07626982984940212
-0.8096765233201186,0.07626934830347697
-0.7999797984899376,0.07626886002620062
-0.7902830736597566,0.07626838482220967
-0.7805863488295754,0.07626791453361512
-0.7708896239993944,0.07626745114326478
-0.7611928991692134,0.07626698633432388
-0.7514961743390323,0.0762665388584137
-0.7417994495088512,0.07626608604192733
-0.7321027246786702,0.07626564625104268
-0.7224059998484891,0.07626520299911499
-0.712709275018308,0.07626476770639419
-0.703012550188127,0.07626433236201605
-0.6933158253579459,0.07626391051610311
-0.6836191005277649,0.07626348401705424
-0.6739223756975838,0.07626306680043539
-0.6642256508674027,0.07626265835762024
-0.6545289260372217,0.07626225133339563
-0.6448322012070407,0.07626185188293456
-0.6351354763768595,0.07626146199305853
-0.6254387515466785,0.07626107441186905
-0.6157420267164975,0.07626069187720616
-0.6060453018863163,0.07626031932433447
-0.5963485770561353,0.07625995417833328
-0.5866518522259543,0.07625958838860195
-0.5769551273957731,0.07625923188527425
-0.5672584025655921,0.07625887525876363
-0.5575616777354111,0.07625853176116944
-0.54786495290523,0.07625818982521693
-0.5381682280750489,0.07625785620609919
-0.5284715032448679,0.07625752983093262
-0.5187747784146868,0.07625720745325089
-0.5090780535845058,0.07625688924789428
-0.49938132875432467,0.07625658116738002
-0.4896846039241436,0.0762562728881836
-0.47998787909396257,0.07625597569147746
-0.4702911542637815,0.07625568372805913
